Legislation Number,URL,Title,Sponsor,Date of Introduction,Committees,Latest Action,Number of Cosponsors
H.R. 6308,https://www.congress.gov/bill/118th-congress/house-bill/6308,Farm to School Act of 2023,"Plaskett, Stacey E. [Del.-D-VI-At Large]",11/8/2023,House - Education and the Workforce,Referred to the House Committee on Education and the Workforce.,1
H.R. 6307,https://www.congress.gov/bill/118th-congress/house-bill/6307,CLARITY Act of 2023,"Nunn, Zachary [Rep.-R-IA-3]",11/8/2023,"House - Foreign Affairs, Financial Services, Intelligence (Permanent Select), Oversight and Accountability","Referred to the Committee on Foreign Affairs, and in addition to the Committees on Financial Services, Intelligence (Permanent Select), and Oversight and Accountability, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",6
H.R. 6306,https://www.congress.gov/bill/118th-congress/house-bill/6306,"To direct the Secretary of State to avoid or minimize the acquisition or lease of a consular or diplomatic post built or owned by an entity owned or controlled by the Government of the People's Republic of China, and for other purposes.","Mills, Cory [Rep.-R-FL-7]",11/8/2023,House - Foreign Affairs | Senate - Foreign Relations,Received in the Senate and Read twice and referred to the Committee on Foreign Relations.,11
H.R. 6305,https://www.congress.gov/bill/118th-congress/house-bill/6305,Terminate CDC Overreach Act,"Luna, Anna Paulina [Rep.-R-FL-13]",11/8/2023,"House - Energy and Commerce, Rules",Referred to the Subcommittee on Health.,3
H.R. 6304,https://www.congress.gov/bill/118th-congress/house-bill/6304,Increased Cost of Compliance Modernization Act of 2023,"LaLota, Nick [Rep.-R-NY-1]",11/8/2023,House - Financial Services,Referred to the House Committee on Financial Services.,1
H.R. 6303,https://www.congress.gov/bill/118th-congress/house-bill/6303,Strengthening American Nuclear Competitiveness Act,"Johnson, Bill [Rep.-R-OH-6]",11/8/2023,"House - Energy and Commerce, Foreign Affairs","Referred to the Subcommittee on Energy, Climate and Grid Security.",0
H.R. 6302,https://www.congress.gov/bill/118th-congress/house-bill/6302,Health Share Transparency Act of 2023,"Huffman, Jared [Rep.-D-CA-2]",11/8/2023,House - Energy and Commerce,Referred to the Subcommittee on Health.,11
H.R. 6301,https://www.congress.gov/bill/118th-congress/house-bill/6301,Cancer Drug Parity Act of 2023,"Grothman, Glenn [Rep.-R-WI-6]",11/8/2023,House - Education and the Workforce,Referred to the House Committee on Education and the Workforce.,18
H.R. 6300,https://www.congress.gov/bill/118th-congress/house-bill/6300,Veterans Education is Timeless Act of 2023,"Good, Bob [Rep.-R-VA-5]",11/8/2023,House - Veterans' Affairs,Referred to the Subcommittee on Economic Opportunity.,28
H.R. 6299,https://www.congress.gov/bill/118th-congress/house-bill/6299,COOL Online Act,"Gimenez, Carlos A. [Rep.-R-FL-28]",11/8/2023,"House - Energy and Commerce, Agriculture, Ways and Means","Referred to the Subcommittee on General Farm Commodities, Risk Management, and Credit.",1
H.R. 6298,https://www.congress.gov/bill/118th-congress/house-bill/6298,Stop Shackling and Detaining Pregnant Women Act,"Garcia, Sylvia R. [Rep.-D-TX-29]",11/8/2023,House - Judiciary,Referred to the House Committee on the Judiciary.,17
H.R. 6297,https://www.congress.gov/bill/118th-congress/house-bill/6297,Payer State Transparency Act of 2023,"Foster, Bill [Rep.-D-IL-11]",11/8/2023,House - Oversight and Accountability,Referred to the House Committee on Oversight and Accountability.,5
H.R. 6296,https://www.congress.gov/bill/118th-congress/house-bill/6296,HCBS Relief Act of 2023,"Dingell, Debbie [Rep.-D-MI-6]",11/8/2023,House - Energy and Commerce,Referred to the Subcommittee on Health.,0
H.R. 6295,https://www.congress.gov/bill/118th-congress/house-bill/6295,Remote Seafood Employee Meals Tax Parity Act,"DelBene, Suzan K. [Rep.-D-WA-1]",11/8/2023,House - Ways and Means,Referred to the House Committee on Ways and Means.,7
H.R. 6294,https://www.congress.gov/bill/118th-congress/house-bill/6294,Veterans Earned Education Act,"Crow, Jason [Rep.-D-CO-6]",11/8/2023,House - Veterans' Affairs,Referred to the Subcommittee on Economic Opportunity.,1
H.R. 6293,https://www.congress.gov/bill/118th-congress/house-bill/6293,Fair Wages for Incarcerated Workers Act of 2023,"Cleaver, Emanuel [Rep.-D-MO-5]",11/8/2023,House - Education and the Workforce,Referred to the House Committee on Education and the Workforce.,17
H.R. 6292,https://www.congress.gov/bill/118th-congress/house-bill/6292,Future FARMER Act,"Caraveo, Yadira [Rep.-D-CO-8]",11/8/2023,House - Agriculture,"Referred to the Subcommittee on Conservation, Research, and Biotechnology.",1
H.R. 6291,https://www.congress.gov/bill/118th-congress/house-bill/6291,Have You Served Act,"Brownley, Julia [Rep.-D-CA-26]",11/8/2023,House - Veterans' Affairs,Referred to the Subcommittee on Health.,0
H.R. 6290,https://www.congress.gov/bill/118th-congress/house-bill/6290,Recidivism Reduction Transparency Act of 2023,"Brown, Shontel M. [Rep.-D-OH-11]",11/8/2023,House - Judiciary,Referred to the House Committee on the Judiciary.,9
H.R. 6289,https://www.congress.gov/bill/118th-congress/house-bill/6289,Stop Climate Hysteria in Diplomacy Act,"Brecheen, Josh [Rep.-R-OK-2]",11/8/2023,House - Foreign Affairs,Referred to the House Committee on Foreign Affairs.,3
H.R. 6288,https://www.congress.gov/bill/118th-congress/house-bill/6288,Data for Pediatric Brain Cancer Act of 2023,"Bera, Ami [Rep.-D-CA-6]",11/8/2023,House - Energy and Commerce,Referred to the Subcommittee on Health.,2
H.R. 6287,https://www.congress.gov/bill/118th-congress/house-bill/6287,Success for Military Connected Students Act of 2023,"Bacon, Don [Rep.-R-NE-2]",11/8/2023,"House - Armed Services, Education and the Workforce","Referred to the Committee on Armed Services, and in addition to the Committee on Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",1
H.R. 6286,https://www.congress.gov/bill/118th-congress/house-bill/6286,Protecting America From Spies Act,"Cline, Ben [Rep.-R-VA-6]",11/8/2023,House - Judiciary,Referred to the House Committee on the Judiciary.,10
H.R. 6285,https://www.congress.gov/bill/118th-congress/house-bill/6285,Alaska’s Right to Produce Act of 2023,"Stauber, Pete [Rep.-R-MN-8]",11/8/2023,House - Natural Resources | Senate - Energy and Natural Resources,Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,16
H.R. 6284,https://www.congress.gov/bill/118th-congress/house-bill/6284,Improving Measurements for Loneliness and Isolation Act of 2023,"Flood, Mike [Rep.-R-NE-1]",11/8/2023,House - Energy and Commerce,Referred to the Subcommittee on Health.,6
H.R. 6283,https://www.congress.gov/bill/118th-congress/house-bill/6283,DRUG Act,"Miller-Meeks, Mariannette [Rep.-R-IA-1]",11/8/2023,"House - Energy and Commerce, Ways and Means, Education and the Workforce, Oversight and Accountability",Ordered to be Reported (Amended) by the Yeas and Nays: 29 - 11.,24
H.R. 6282,https://www.congress.gov/bill/118th-congress/house-bill/6282,Humane Accountability Act,"Vasquez, Gabe [Rep.-D-NM-2]",11/7/2023,"House - Judiciary, Homeland Security",Referred to the Subcommittee on Border Security and Enforcement.,9
H.R. 6281,https://www.congress.gov/bill/118th-congress/house-bill/6281,Stop COYOTES Act,"Vasquez, Gabe [Rep.-D-NM-2]",11/7/2023,"House - Judiciary, Homeland Security","Referred to the Subcommittee on Counterterrorism, Law Enforcement, and Intelligence.",8
H.R. 6280,https://www.congress.gov/bill/118th-congress/house-bill/6280,Smart Border Protection Act,"Vasquez, Gabe [Rep.-D-NM-2]",11/7/2023,"House - Homeland Security, Agriculture, Ways and Means, Transportation and Infrastructure","Referred to the Subcommittee on Nutrition, Foreign Agriculture, and Horticulture.",9
H.R. 6279,https://www.congress.gov/bill/118th-congress/house-bill/6279,WEAR IT Act,"Steel, Michelle [Rep.-R-CA-45]",11/7/2023,House - Ways and Means,Referred to the House Committee on Ways and Means.,4
H.R. 6278,https://www.congress.gov/bill/118th-congress/house-bill/6278,MOVE Act of 2023,"Perry, Scott [Rep.-R-PA-10]",11/7/2023,House - Transportation and Infrastructure,"Placed on the Union Calendar, Calendar No. 335.",0
H.R. 6277,https://www.congress.gov/bill/118th-congress/house-bill/6277,FASTA Reform Act of 2023,"Perry, Scott [Rep.-R-PA-10]",11/7/2023,House - Transportation and Infrastructure | Senate - Environment and Public Works,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,1
H.R. 6276,https://www.congress.gov/bill/118th-congress/house-bill/6276,USE IT Act of 2023,"Perry, Scott [Rep.-R-PA-10]",11/7/2023,House - Transportation and Infrastructure | Senate - Environment and Public Works,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,0
H.R. 6275,https://www.congress.gov/bill/118th-congress/house-bill/6275,Protecting Consumer Access to Generic Drugs Act of 2023,"Perez, Marie Gluesenkamp [Rep.-D-WA-3]",11/7/2023,"House - Energy and Commerce, Judiciary","Referred to the Subcommittee on Innovation, Data, and Commerce.",2
H.R. 6274,https://www.congress.gov/bill/118th-congress/house-bill/6274,One Door to Work Act,"Owens, Burgess [Rep.-R-UT-4]",11/7/2023,House - Education and the Workforce,Referred to the House Committee on Education and the Workforce.,0
H.R. 6273,https://www.congress.gov/bill/118th-congress/house-bill/6273,Guam Host Community Compensation Act,"Moylan, James C. [Del.-R-GU-At Large]",11/7/2023,"House - Natural Resources, Foreign Affairs, Judiciary",Subcommittee Hearings Held,0
H.R. 6272,https://www.congress.gov/bill/118th-congress/house-bill/6272,To amend the Food and Nutrition Act of 2008 with respect to the issuance of quality control guidance issued by the Secretary of Agriculture.,"Moore, Barry [Rep.-R-AL-2]",11/7/2023,House - Agriculture,"Referred to the Subcommittee on Nutrition, Foreign Agriculture, and Horticulture.",0
H.R. 6271,https://www.congress.gov/bill/118th-congress/house-bill/6271,Farm to Fly Act of 2023,"Miller, Max L. [Rep.-R-OH-7]",11/7/2023,House - Agriculture,"Referred to the Subcommittee on General Farm Commodities, Risk Management, and Credit.",26
H.R. 6270,https://www.congress.gov/bill/118th-congress/house-bill/6270,State-Based Universal Health Care Act of 2023,"Khanna, Ro [Rep.-D-CA-17]",11/7/2023,"House - Energy and Commerce, Ways and Means, Armed Services, Oversight and Accountability, Education and the Workforce",Referred to the Subcommittee on Health.,29
H.R. 6269,https://www.congress.gov/bill/118th-congress/house-bill/6269,Headstones for Honor Act,"Horsford, Steven [Rep.-D-NV-4]",11/7/2023,House - Veterans' Affairs,Referred to the Subcommittee on Disability Assistance and Memorial Affairs.,26
H.R. 6268,https://www.congress.gov/bill/118th-congress/house-bill/6268,Nuclear for Brownfield Site Preparation Act,"Guthrie, Brett [Rep.-R-KY-2]",11/7/2023,House - Energy and Commerce,"Referred to the Subcommittee on Energy, Climate and Grid Security.",1
H.R. 6267,https://www.congress.gov/bill/118th-congress/house-bill/6267,Election Day Act,"Fitzpatrick, Brian K. [Rep.-R-PA-1]",11/7/2023,House - Oversight and Accountability,Referred to the House Committee on Oversight and Accountability.,4
H.R. 6266,https://www.congress.gov/bill/118th-congress/house-bill/6266,Federal Protective Service Reform Act of 2023,"Ezell, Mike [Rep.-R-MS-4]",11/7/2023,House - Transportation and Infrastructure,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",0
H.R. 6265,https://www.congress.gov/bill/118th-congress/house-bill/6265,NRC Mission Alignment Act,"Duncan, Jeff [Rep.-R-SC-3]",11/7/2023,House - Energy and Commerce,"Referred to the Subcommittee on Energy, Climate and Grid Security.",0
H.R. 6264,https://www.congress.gov/bill/118th-congress/house-bill/6264,Dr. William W. Sullivan TRIO Upward Bound Student Stipend Support Act of 2023,"Davis, Danny K. [Rep.-D-IL-7]",11/7/2023,House - Education and the Workforce,Referred to the House Committee on Education and the Workforce.,0
H.R. 6263,https://www.congress.gov/bill/118th-congress/house-bill/6263,"Earl N. Williams, Sr., First Chance Act","Davis, Danny K. [Rep.-D-IL-7]",11/7/2023,House - Education and the Workforce,Referred to the House Committee on Education and the Workforce.,0
H.R. 6262,https://www.congress.gov/bill/118th-congress/house-bill/6262,Government Surveillance Reform Act of 2023,"Davidson, Warren [Rep.-R-OH-8]",11/7/2023,"House - Judiciary, Intelligence (Permanent Select), Energy and Commerce, Armed Services",Referred to the Subcommittee on Communications and Technology.,19
H.R. 6261,https://www.congress.gov/bill/118th-congress/house-bill/6261,Impact of Crime on Public Building Usage Act of 2023,"Chavez-DeRemer, Lori [Rep.-R-OR-5]",11/7/2023,"House - Transportation and Infrastructure, Oversight and Accountability, Judiciary | Senate - Environment and Public Works",Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,1
H.R. 6260,https://www.congress.gov/bill/118th-congress/house-bill/6260,FOCUS Act,"Chavez-DeRemer, Lori [Rep.-R-OR-5]",11/7/2023,House - Transportation and Infrastructure | Senate - Environment and Public Works,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,1
H.R. 6259,https://www.congress.gov/bill/118th-congress/house-bill/6259,Student Records Protection Act,"Cartwright, Matt [Rep.-D-PA-8]",11/7/2023,House - Education and the Workforce,Referred to the House Committee on Education and the Workforce.,5
H.R. 6258,https://www.congress.gov/bill/118th-congress/house-bill/6258,GUARD Act,"Banks, Jim [Rep.-R-IN-3]",11/7/2023,House - Education and the Workforce,Referred to the House Committee on Education and the Workforce.,6
H.R. 6257,https://www.congress.gov/bill/118th-congress/house-bill/6257,Emergency Medical Services Reimbursement for On-Scene and Support Act,"Balint, Becca [Rep.-D-VT-At Large]",11/7/2023,"House - Energy and Commerce, Ways and Means",Referred to the Subcommittee on Health.,3
H.R. 6256,https://www.congress.gov/bill/118th-congress/house-bill/6256,"To require that the Chief Information Officer of the Bureau of Information Resources submit an annual report that lists all the information technology procurement awards and contracts that were awarded over $10,000,000.","Baird, James R. [Rep.-R-IN-4]",11/7/2023,House - Foreign Affairs,Referred to the House Committee on Foreign Affairs.,0
H.R. 6255,https://www.congress.gov/bill/118th-congress/house-bill/6255,"To require the Secretary of State to report an assessment of the Conflict and Stabilization Operations Bureau, including whether the Bureau should be maintained, explanations of its function, and cost analysis of the Bureau.","Baird, James R. [Rep.-R-IN-4]",11/7/2023,House - Foreign Affairs,Referred to the House Committee on Foreign Affairs.,0
